company_code1|company_code2|company_code3|company_code4|pol_no|app_no|ins_date|app_name|app_cst_no|app_id_type|app_id_no|ins_no|renew_date|pay_date|cur_code|pre_amt|usd_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|endorse_no|pt
"99730000"|"F1008933000019"|""|""|"P997306005201900000002"|"T997306005201900000003"|"20190106"|"许露露"|"11200022457643200000000000"|"13"|"24576432"|"14"|""|""|"CNY"|"12.08"|"-9999.00"|"10"|"null"|"null"|"null"|"T997306005201900000003"|"P997306005201900000002-01"|"20191013000000"
"33640000"|"F1008933000020"|""|""|"P336406202201800000001"|"T336406202201800000005"|"20181207"|"秦羽"|"11200011101011980010101174"|"11"|"110101198001010117"|"14"|""|""|"CNY"|"3710.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T336406202201800000005"|"P336406202201800000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306202201800000030"|"T997306202201800000054"|"20181226"|"许露露"|"11200049856984596074000002"|"13"|"9856984596074"|"14"|""|""|"CNY"|"41.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997306202201800000054"|"P997306202201800000030-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306203201900000026"|"T997306203201900000051"|"20190214"|"张三"|"11200013307261989060700195"|"11"|"330726198906070019"|"14"|""|""|"CNY"|"124469.45"|"-9999.00"|"11"|"项目组测试"|"null"|"null"|"T997306203201900000051"|"P997306203201900000026-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997307201201800000016"|"T997307201201800000033"|"20181123"|"个人恶性肿瘤住院医疗从共"|"11200014403021970051832324"|"11"|"440302197005183232"|"14"|""|""|"CNY"|"1071.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997307201201800000033"|"P997307201201800000016-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997307201201900000007"|"T997307201201900000012"|"20190521"|"许露露"|"11200024380560937490000000"|"13"|"438056093749"|"14"|""|""|"CNY"|"152.00"|"-9999.00"|"11"|"许露露"|"null"|"null"|"T997307201201900000012"|"P997307201201900000007-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306602201700000004"|"T997306602201700000007"|"20171221"|"Pears"|"21001121234567800000000000"|"21"|"12345678"|"14"|""|""|"CNY"|"2400.00"|"-9999.00"|"11"|"Pears"|"19399901040059741"|"0"|"T997306602201700000007"|"P997306602201700000004-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306602201800000002"|"T997306602201800000008"|"20180106"|"sandwich"|"21100019876543000000000000"|"22"|"9876543"|"14"|""|""|"CNY"|"193948.60"|"-9999.00"|"11"|"sandwich"|"19399901040059741"|"0"|"T997306602201800000008"|"P997306602201800000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306602201800000015"|"T997306602201800000024"|"20180202"|"上海宏盛电子有限公司"|"21001129900022093300000000"|"21"|"99000220933"|"14"|""|""|"CNY"|"12219.08"|"-9999.00"|"11"|"上海宏盛电子有限公司"|"19399901040059741"|"0"|"T997306602201800000024"|"P997306602201800000015-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306802201700000002"|"T997306802201700000015"|"20171220"|"MOT主共保分期测试有限公司"|"21100092134214214123400000"|"22"|"21342142141234"|"14"|""|""|"CNY"|"7940.00"|"-9999.00"|"11"|"MOT主共保分期测试有限公司"|"19399901040059741"|"0"|"T997306802201700000015"|"P997306802201700000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306802201700000004"|"T997306802201700000016"|"20171220"|"MOT主共保测试股份有限公司"|"21100093214231431200000000"|"22"|"32142314312"|"14"|""|""|"CNY"|"7940.00"|"-9999.00"|"11"|"MOT主共保测试股份有限公司"|"19399901040059741"|"0"|"T997306802201700000016"|"P997306802201700000004-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306802201800000002"|"T997306802201800000007"|"20180106"|"MOT测试股份有限公司"|"21100092321341200000000000"|"22"|"23213412"|"14"|""|""|"CNY"|"962.26"|"-9999.00"|"11"|"MOT测试股份有限公司"|"19399901040059741"|"0"|"T997306802201800000007"|"P997306802201800000002-01"|"20191013000000"
"33640000"|"F1008933000020"|""|""|"P336408003201800000001"|"T336408003201800000003"|"20181221"|"山山"|"11200011101011990051800703"|"11"|"110101199005180070"|"11"|""|""|"CNY"|"6413.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T336408003201800000003"|"P336408003201800000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308003201800000006"|"T997308003201800000021"|"20180719"|"项雨竹"|"11200015301241980052569858"|"11"|"530124198005256985"|"11"|""|""|"CNY"|"2724.20"|"-9999.00"|"10"|"null"|"null"|"null"|"T997308003201800000021"|"P997308003201800000006-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308003201800000010"|"T997308003201800000029"|"20180719"|"黑猫警长"|"11200091111111100000000000"|"18"|"11111111"|"11"|""|""|"CNY"|"2321.40"|"-9999.00"|"10"|"null"|"null"|"null"|"T997308003201800000029"|"P997308003201800000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308003201800000011"|"T997308003201800000038"|"20180730"|"蓝忘机"|"11200034657670000000000000"|"12"|"465767"|"11"|""|""|"CNY"|"7632.00"|"-9999.00"|"11"|"蓝忘机"|"19399901040059741"|"null"|"T997308003201800000038"|"P997308003201800000011-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308004201900000027"|"T997308004201900000061"|"20190514"|"许露露"|"11200034839579304579030001"|"12"|"483957930457903"|"11"|""|""|"CNY"|"165.57"|"-9999.00"|"11"|"许露露"|"null"|"null"|"T997308004201900000061"|"P997308004201900000027-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308006201900000014"|"T997308006201900000043"|"20190416"|"张三"|"11200014601061978041512286"|"11"|"460106197804151228"|"11"|""|""|"CNY"|"2549.30"|"-9999.00"|"11"|"欧阳组合"|"null"|"null"|"T997308006201900000043"|"P997308006201900000014-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308006201900000022"|"T997308006201900000059"|"20191011"|"许露露"|"11200028439569346597493501"|"13"|"84395693465974935"|"11"|""|""|"CNY"|"18176.52"|"-9999.00"|"10"|"null"|"null"|"null"|"T997308006201900000059"|"P997308006201900000022-01"|"20191013000000"
"33640000"|"F1008933000020"|""|""|"P336409001201800000002"|"T336409001201800000004"|"20181222"|"山山"|"11200011101011990051801187"|"11"|"110101199005180118"|"11"|""|""|"CNY"|"5457.40"|"-9999.00"|"10"|"null"|"null"|"null"|"T336409001201800000004"|"P336409001201800000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308007201800000013"|"T997308007201800000033"|"20181207"|"非转基因大胖玉米科技股份有限公司"|"21001128000000272000000000"|"21"|"8000000272"|"11"|""|""|"CNY"|"9752.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997308007201800000033"|"P997308007201800000013-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308008201900000012"|"T997308008201900000031"|"20190123"|"许露露"|"11200028493569347905000005"|"13"|"8493569347905"|"11"|""|""|"CNY"|"12508.61"|"-9999.00"|"11"|"许露露"|"null"|"null"|"T997308008201900000031"|"P997308008201900000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308008201900000016"|"T997308008201900000036"|"20190128"|"许露露"|"11200048936598479057904301"|"13"|"89365984790579043"|"11"|""|""|"CNY"|"794.92"|"-9999.00"|"11"|"许露露"|"null"|"null"|"T997308008201900000036"|"P997308008201900000016-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308008201900000018"|"T997308008201900000043"|"20190129"|"张三"|"11200013307261989060700195"|"11"|"330726198906070019"|"11"|""|""|"CNY"|"1091.80"|"-9999.00"|"10"|"null"|"null"|"null"|"T997308008201900000043"|"P997308008201900000018-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308008201900000001"|"T997308008201900000045"|"20190114"|"许露露"|"11200038935693479500000000"|"12"|"893569347950"|"11"|""|""|"CNY"|"498.90"|"-9999.00"|"11"|"许露露"|"null"|"null"|"T997308008201900000045"|"P997308008201900000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997308008201900000021"|"T997308008201900000056"|"20190516"|"魏无羡"|"11200024315145140000000000"|"13"|"431514514"|"11"|""|""|"CNY"|"212.00"|"-9999.00"|"11"|"魏无羡"|"null"|"null"|"T997308008201900000056"|"P997308008201900000021-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997309001201800000028"|"T997309001201800000074"|"20180918"|"软通太平"|"11200021244132000000000000"|"13"|"1244132"|"11"|""|""|"CNY"|"22260.00"|"-9999.00"|"11"|"Robb Stark"|"null"|"null"|"T997309001201800000074"|"P997309001201800000028-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997309001201800000029"|"T997309001201800000076"|"20180918"|"noodles"|"11200022134567890000000000"|"13"|"213456789"|"11"|""|""|"CNY"|"12720.00"|"-9999.00"|"11"|"noodles"|"null"|"null"|"T997309001201800000076"|"P997309001201800000029-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997309001201800000018"|"T997309001201900000025"|"20180705"|"张三"|"11200091234566543456000002"|"18"|"1234566543456"|"11"|""|""|"CNY"|"65.02"|"-9999.00"|"11"|"张三"|"null"|"null"|"T997309001201900000025"|"P997309001201800000018-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997309001201900000011"|"T997309001201900000035"|"20190926"|"许露露"|"11200034358946357493050008"|"12"|"435894635749305"|"11"|""|""|"CNY"|"11151.20"|"-9999.00"|"10"|"null"|"null"|"null"|"T997309001201900000035"|"P997309001201900000011-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997312001201800000019"|"T997312001201800000043"|"20180601"|"许露露"|"11200023903278094829038408"|"13"|"39032780948290384"|"15"|""|""|"CNY"|"1060.00"|"-9999.00"|"11"|"许露露"|"招商银行"|"0"|"T997312001201800000043"|"P997312001201800000019-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997312001201900000010"|"T997312001201900000011"|"20190124"|"蓝忘机"|"11200034075034907593400007"|"12"|"40750349075934"|"15"|""|""|"CNY"|"7882.05"|"-9999.00"|"11"|"许露露"|"null"|"null"|"T997312001201900000011"|"P997312001201900000010-01"|"20191013000000"
