company_code1|company_code2|company_code3|company_code4|pay_type|pol_no|app_no|ins_date|eff_date|cur_code|pre_amt_all|usd_amt_all|pay_amt_all|usd_pay_amt_all|app_name|app_cst_no|id_no|cus_pro|sur_name|sur_id_no|sur_date|pay_date|cur_code2|sur_amt|usd_sur_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|endorse_no|pt
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201800000045"|"T997301003201800000093"|"181126"|"181127"|""|"null"|"null"|"null"|"null"|"蓝忘机"|"11200021341415414500000000"|"13414154145"|"11"|""|""|""|""|""|"null"|"null"|"11"|"秦羽"|"null"|"null"|"T997301003201800000093"|"P997301003201800000045-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201800000049"|"T997301003201800000099"|"181214"|"181215"|""|"null"|"null"|"null"|"null"|"蓝忘机"|"11200021341415414500000000"|"13414154145"|"11"|""|""|""|""|""|"null"|"null"|"11"|"秦羽"|"null"|"null"|"T997301003201800000099"|"P997301003201800000049-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301003201900000004"|"T997301003201900000009"|"190111"|"190112"|""|"null"|"null"|"null"|"null"|"蓝忘机"|"11200021341415414500000000"|"13414154145"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301003201900000009"|"P997301003201900000004-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201900000011"|"T997301003201900000030"|"190325"|"190326"|""|"null"|"null"|"null"|"null"|"测试不摇动"|"11200021241412300000000000"|"12414123"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301003201900000030"|"P997301003201900000011-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301003201900000012"|"T997301003201900000034"|"190326"|"190327"|""|"null"|"null"|"null"|"null"|"许露露"|"11200039346507034997500003"|"934650703499750"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301003201900000034"|"P997301003201900000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301003201800000042"|"T997301003201900000056"|"181120"|"181121"|""|"null"|"null"|"null"|"null"|"蓝忘机"|"11200021341415414500000000"|"13414154145"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301003201900000056"|"P997301003201800000042-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301003201900000023"|"T997301003201900000060"|"190417"|"190418"|""|"null"|"null"|"null"|"null"|"测试不摇动"|"11200021241412300000000000"|"12414123"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301003201900000060"|"P997301003201900000023-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201900000025"|"T997301003201900000066"|"190514"|"190515"|""|"null"|"null"|"null"|"null"|"许露露"|"11200039346507034997500003"|"934650703499750"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301003201900000066"|"P997301003201900000025-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301003201900000043"|"T997301003201900000105"|"190712"|"190713"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200025465768767564000001"|"5465768767564"|"11"|""|""|""|""|""|"null"|"null"|"11"|"杨成松"|"null"|"null"|"T997301003201900000105"|"P997301003201900000043-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201900000044"|"T997301003201900000107"|"190712"|"190701"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200025465768767564000001"|"5465768767564"|"11"|""|""|""|""|""|"null"|"null"|"11"|"杨成松"|"null"|"null"|"T997301003201900000107"|"P997301003201900000044-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201900000045"|"T997301003201900000110"|"190712"|"190713"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200025465768767564000001"|"5465768767564"|"11"|""|""|""|""|""|"null"|"null"|"11"|"杨成松"|"null"|"null"|"T997301003201900000110"|"P997301003201900000045-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201900000046"|"T997301003201900000112"|"190712"|"190713"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200025465768767564000001"|"5465768767564"|"11"|""|""|""|""|""|"null"|"null"|"11"|"杨成松"|"null"|"null"|"T997301003201900000112"|"P997301003201900000046-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201900000047"|"T997301003201900000115"|"190712"|"190713"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200025465768767564000001"|"5465768767564"|"11"|""|""|""|""|""|"null"|"null"|"11"|"杨成松"|"null"|"null"|"T997301003201900000115"|"P997301003201900000047-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201900000048"|"T997301003201900000117"|"190712"|"190701"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200025465768767564000001"|"5465768767564"|"11"|""|""|""|""|""|"null"|"null"|"11"|"杨成松"|"null"|"null"|"T997301003201900000117"|"P997301003201900000048-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201900000049"|"T997301003201900000119"|"190712"|"190713"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200025465768767564000001"|"5465768767564"|"11"|""|""|""|""|""|"null"|"null"|"11"|"杨成松"|"null"|"null"|"T997301003201900000119"|"P997301003201900000049-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301003201900000031"|"T997301003201900000123"|"190704"|"190601"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200025465768767564000001"|"5465768767564"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301003201900000123"|"P997301003201900000031-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301007201900000002"|"T997301007201900000003"|"190220"|"190221"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023649837974000000000"|"36498379740"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301007201900000003"|"P997301007201900000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301007201900000003"|"T997301007201900000005"|"190226"|"190227"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023649837974000000000"|"36498379740"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301007201900000005"|"P997301007201900000003-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301007201900000011"|"T997301007201900000025"|"190325"|"190326"|""|"null"|"null"|"null"|"null"|"阿斯蒂芬5"|"11200032343345000000000000"|"2343345"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301007201900000025"|"P997301007201900000011-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301007201900000014"|"T997301007201900000032"|"190327"|"190326"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023649837974000000000"|"36498379740"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301007201900000032"|"P997301007201900000014-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301007201900000017"|"T997301007201900000037"|"190328"|"190329"|""|"null"|"null"|"null"|"null"|"买买提.买买提"|"11200021231231231231231233"|"123123123123123123"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301007201900000037"|"P997301007201900000017-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301009201800000009"|"T997301009201800000019"|"180718"|"180719"|""|"null"|"null"|"null"|"null"|"燕市"|"21001115234323252532532006"|"5234323252532532"|"12"|""|""|""|""|""|"null"|"null"|"11"|"燕市"|"19399901040059741"|"null"|"T997301009201800000019"|"P997301009201800000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301009201800000010"|"T997301009201800000021"|"180718"|"180718"|""|"null"|"null"|"null"|"null"|"燕市"|"21001115234323252532532006"|"5234323252532532"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301009201800000021"|"P997301009201800000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301602201800000025"|"T997301602201800000047"|"180213"|"180214"|""|"null"|"null"|"null"|"null"|"咿咿呀呀学语啊萌宝摄影有限公司"|"21100032345678990000000000"|"2345678990"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301602201800000047"|"P997301602201800000025-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301602201800000030"|"T997301602201800000056"|"180309"|"180310"|""|"null"|"null"|"null"|"null"|"上海宏盛电子有限公司"|"21001129900022093300000000"|"99000220933"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301602201800000056"|"P997301602201800000030-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301602201800000035"|"T997301602201800000066"|"180502"|"180503"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301602201800000066"|"P997301602201800000035-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301602201800000041"|"T997301602201800000078"|"180802"|"180803"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301602201800000078"|"P997301602201800000041-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301602201800000048"|"T997301602201800000092"|"181122"|"181123"|""|"null"|"null"|"null"|"null"|"测试"|"11200024234234234000000000"|"4234234234"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301602201800000092"|"P997301602201800000048-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301605201800000002"|"T997301605201800000004"|"180131"|"180201"|""|"null"|"null"|"null"|"null"|"上海宏盛电子有限公司"|"21001129900022093300000000"|"99000220933"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301605201800000004"|"P997301605201800000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301700201800000012"|"T997301700201800000022"|"180717"|"180718"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023290732907390327326"|"329073290739032732"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301700201800000022"|"P997301700201800000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301700201800000013"|"T997301700201800000024"|"180717"|"180716"|""|"null"|"null"|"null"|"null"|"许露露"|"11200032390479023479023407"|"23904790234790234"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301700201800000024"|"P997301700201800000013-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301700201800000020"|"T997301700201800000040"|"180720"|"180721"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023209373902739203201"|"32093739027392032"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301700201800000040"|"P997301700201800000020-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301700201800000026"|"T997301700201800000058"|"181022"|"181023"|""|"null"|"null"|"null"|"null"|"许露露"|"11200028959700000000000000"|"89597"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301700201800000058"|"P997301700201800000026-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301701201800000009"|"T997301701201800000019"|"180717"|"180718"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023807329073290233201"|"38073290732902332"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301701201800000019"|"P997301701201800000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301701201800000010"|"T997301701201800000021"|"180717"|"180716"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023902749023749032424"|"390274902374903242"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301701201800000021"|"P997301701201800000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301702201800000010"|"T997301702201800000018"|"180730"|"180730"|""|"null"|"null"|"null"|"null"|"梅花庄主-马步扎稳"|"21001125132142343251200008"|"51321423432512"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301702201800000018"|"P997301702201800000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301702201800000011"|"T997301702201800000020"|"180730"|"180731"|""|"null"|"null"|"null"|"null"|"梅花庄主-马步扎稳"|"21001125132142343251200008"|"51321423432512"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301702201800000020"|"P997301702201800000011-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997301702201800000013"|"T997301702201800000023"|"180730"|"180731"|""|"null"|"null"|"null"|"null"|"梅花庄主-马步扎稳"|"21001125132142343251200008"|"51321423432512"|"12"|""|""|""|""|""|"null"|"null"|"11"|"梅花庄主"|"19399901040059741"|"null"|"T997301702201800000023"|"P997301702201800000013-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997301804201800000002"|"T997301804201800000003"|"180202"|"180203"|""|"null"|"null"|"null"|"null"|"野猪套天下第一"|"11200042345678000000000000"|"2345678"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997301804201800000003"|"P997301804201800000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997302001201800000013"|"T997302001201800000025"|"180907"|"180908"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023892759095047000002"|"3892759095047"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997302001201800000025"|"P997302001201800000013-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997302001201800000026"|"T997302001201800000054"|"180907"|"180908"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023892759095047000002"|"3892759095047"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997302001201800000054"|"P997302001201800000026-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997302001201800000060"|"T997302001201800000128"|"181019"|"181020"|""|"null"|"null"|"null"|"null"|"许露露"|"11200029347590379050000005"|"934759037905"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997302001201800000128"|"P997302001201800000060-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997302001201800000070"|"T997302001201800000161"|"181221"|"181222"|""|"null"|"null"|"null"|"null"|"许露露"|"11200024039574379050000005"|"403957437905"|"11"|""|""|""|""|""|"null"|"null"|"11"|"许露露"|"null"|"null"|"T997302001201800000161"|"P997302001201800000070-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997302001201800000071"|"T997302001201800000164"|"181221"|"181222"|""|"null"|"null"|"null"|"null"|"许露露"|"11200024039574379050000005"|"403957437905"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997302001201800000164"|"P997302001201800000071-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997302001201800000072"|"T997302001201800000166"|"181221"|"181222"|""|"null"|"null"|"null"|"null"|"许露露"|"11200024039574379050000005"|"403957437905"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997302001201800000166"|"P997302001201800000072-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997302001201900000011"|"T997302001201900000020"|"190314"|"190315"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023495683495003900003"|"34956834950039"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997302001201900000020"|"P997302001201900000011-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997302001201900000021"|"T997302001201900000037"|"190315"|"190316"|""|"null"|"null"|"null"|"null"|"许露露"|"11200033982790790327900000"|"398279079032790"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997302001201900000037"|"P997302001201900000021-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997302001201900000026"|"T997302001201900000047"|"190315"|"190316"|""|"null"|"null"|"null"|"null"|"许露露"|"11200033982790790327900000"|"398279079032790"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997302001201900000047"|"P997302001201900000026-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997302001201900000046"|"T997302001201900000095"|"190515"|"190516"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997302001201900000095"|"P997302001201900000046-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304000201800000009"|"T997304000201800000019"|"181127"|"181128"|""|"null"|"null"|"null"|"null"|"先生"|"21001116242341232460000006"|"624234123246"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304000201800000019"|"P997304000201800000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304000201800000008"|"T997304000201800000020"|"181127"|"181127"|""|"null"|"null"|"null"|"null"|"先生"|"21001116242341232460000006"|"624234123246"|"12"|""|""|""|""|""|"null"|"null"|"11"|"秦羽"|"null"|"null"|"T997304000201800000020"|"P997304000201800000008-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304001201800000002"|"T997304001201800000013"|"180705"|"180706"|""|"null"|"null"|"null"|"null"|"方磊"|"21001112452400000000000000"|"24524"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304001201800000013"|"P997304001201800000002-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304001201800000017"|"T997304001201800000042"|"180730"|"180731"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"11"|"魏无羡"|"19399901040059741"|"null"|"T997304001201800000042"|"P997304001201800000017-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304001201900000010"|"T997304001201900000018"|"190110"|"190111"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304001201900000018"|"P997304001201900000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304001201900000011"|"T997304001201900000020"|"190110"|"190110"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304001201900000020"|"P997304001201900000011-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304001201900000014"|"T997304001201900000033"|"190116"|"190117"|""|"null"|"null"|"null"|"null"|"许露露"|"11200024895634759034000007"|"4895634759034"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304001201900000033"|"P997304001201900000014-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304002201800000009"|"T997304002201800000021"|"180524"|"180524"|""|"null"|"null"|"null"|"null"|"王晓"|"11200013203221991013091237"|"320322199101309123"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304002201800000021"|"P997304002201800000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304003201800000012"|"T997304003201800000022"|"180424"|"180425"|""|"null"|"null"|"null"|"null"|"Maester Luwin"|"11200042345678900000000000"|"234567890"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304003201800000022"|"P997304003201800000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304003201800000013"|"T997304003201800000027"|"180524"|"180525"|""|"null"|"null"|"null"|"null"|"王晓"|"11200013203221991013091237"|"320322199101309123"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304003201800000027"|"P997304003201800000013-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304003201800000016"|"T997304003201900000004"|"180706"|"180707"|""|"null"|"null"|"null"|"null"|"许露露"|"11200029320790387390200002"|"93207903873902"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304003201900000004"|"P997304003201800000016-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304003201900000001"|"T997304003201900000008"|"190514"|"190515"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304003201900000008"|"P997304003201900000001-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304003201900000002"|"T997304003201900000010"|"190514"|"190515"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304003201900000010"|"P997304003201900000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304003201900000004"|"T997304003201900000016"|"190514"|"190501"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304003201900000016"|"P997304003201900000004-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304003201800000015"|"T997304003201900000018"|"180524"|"180525"|""|"null"|"null"|"null"|"null"|"王晓"|"11200013203221991013091237"|"320322199101309123"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304003201900000018"|"P997304003201800000015-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304005201800000001"|"T997304005201800000007"|"180525"|"180526"|""|"null"|"null"|"null"|"null"|"浙江金钥匙仓储有限公司"|"21001111544652625624540006"|"154465262562454"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304005201800000007"|"P997304005201800000001-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304005201800000010"|"T997304005201800000027"|"180526"|"180527"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304005201800000027"|"P997304005201800000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304006201800000004"|"T997304006201800000006"|"181026"|"181027"|""|"null"|"null"|"null"|"null"|"测试"|"11200024234234234000000000"|"4234234234"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304006201800000006"|"P997304006201800000004-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304006201800000012"|"T997304006201800000024"|"181029"|"181029"|""|"null"|"null"|"null"|"null"|"王春生"|"11200029883747343000000000"|"9883747343"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304006201800000024"|"P997304006201800000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304006201800000015"|"T997304006201800000028"|"181029"|"181030"|""|"null"|"null"|"null"|"null"|"软通ZH"|"11200022134512323000000000"|"2134512323"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304006201800000028"|"P997304006201800000015-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304006201900000017"|"T997304006201900000042"|"190508"|"190509"|""|"null"|"null"|"null"|"null"|"Lena Headey"|"11200028000000050000000000"|"8000000050"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304006201900000042"|"P997304006201900000017-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304006201900000018"|"T997304006201900000046"|"190508"|"190509"|""|"null"|"null"|"null"|"null"|"Robb Stark"|"11200029087654320000000000"|"908765432"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304006201900000046"|"P997304006201900000018-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304007201800000003"|"T997304007201800000011"|"180705"|"180706"|""|"null"|"null"|"null"|"null"|"张三"|"11200013307261989060700195"|"330726198906070019"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304007201800000011"|"P997304007201800000003-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304008201800000012"|"T997304008201800000024"|"180813"|"180812"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023289027903232700003"|"32890279032327"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304008201800000024"|"P997304008201800000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304008201800000013"|"T997304008201800000026"|"180813"|"180814"|""|"null"|"null"|"null"|"null"|"许露露"|"11200029734097309423400000"|"97340973094234"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304008201800000026"|"P997304008201800000013-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304037201800000003"|"T997304037201800000007"|"180523"|"180524"|""|"null"|"null"|"null"|"null"|"方磊"|"11200021451514000000000000"|"1451514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304037201800000007"|"P997304037201800000003-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304037201800000004"|"T997304037201800000009"|"180523"|"180521"|""|"null"|"null"|"null"|"null"|"方磊"|"11200021451514000000000000"|"1451514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304037201800000009"|"P997304037201800000004-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304037201800000006"|"T997304037201800000025"|"180529"|"180530"|""|"null"|"null"|"null"|"null"|"方磊"|"11200021451514000000000000"|"1451514"|"11"|""|""|""|""|""|"null"|"null"|"11"|"方磊"|"19399901040059856"|"null"|"T997304037201800000025"|"P997304037201800000006-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304037201800000002"|"T997304037201800000026"|"180523"|"180524"|""|"null"|"null"|"null"|"null"|"方磊"|"11200021451514000000000000"|"1451514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304037201800000026"|"P997304037201800000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304037201800000010"|"T997304037201800000031"|"180530"|"180531"|""|"null"|"null"|"null"|"null"|"王春生"|"11200029883747343000000000"|"9883747343"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304037201800000031"|"P997304037201800000010-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304100201800000006"|"T997304100201800000010"|"181023"|"181024"|""|"null"|"null"|"null"|"null"|"许露露"|"11200028794037324900000000"|"879403732490"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304100201800000010"|"P997304100201800000006-02"|"20191013000000"
